Abbr,Term,Country
WA85,Weyerhaeuser Heliport,US
WA86,Boeing - Auburn Complex Heliport,US
WA87,Parkside Airpark,US
WA88,Horse Fly Airport,US
WA89,Kadlec Medical Center Heliport,US
WA90,Floathaven Airstrip,US
WA91,Pathfinder Helicopter Heliport,US
WA92,Mc Neil Island Emergency Pad Heliport,US
WA94,Washington Air Museum Heliport,US
WA95,Skyqueen Airport,US
WA96,Leisureland Airpark,US
WA97,Buena Airport,US
WA98,Cascade Heliport,US
WA99,Flying K Ranch Airport,US
WAAA,Hasanuddin International Airport,ID
WAAG,Malimpung Airport,ID
WAAI,Malili Airport,ID
WAAL,Punggaluku Airport,ID
WAAT,Makale Airport,ID
WAB,Wabag Airport,PG
WABB,Frans Kaisiepo Airport,ID
WABC,Akimuga Airstrip,ID
WABD,Moanamani Airport,ID
WABF,Kornasoren Airfield,ID
WABG,Wagethe Airport,ID
WABI,Nabire Airport,ID
WABL,Illaga Airport,ID
WABN,Kokonao Airport,ID
WABO,Sudjarwo Tjondronegoro Airport,ID
WABP,Mozes Kilangin Airport,ID
WABT,Enarotali Airport,ID
WABW,Waren Airport,ID
WABY,Kebo Airstrip,ID
WAD,Andriamena Airport,MG
WADA,Selaparang Airport,ID
WADB,Sultan Muhammad Salahuddin Airport,ID
WADD,Ngurah Rai (Bali) International Airport,ID
WADL,Lombok International Airport,ID
WADS,Sumbawa Besar Airport,ID
WADT,Tambolaka Airport,ID
WADW,Umbu Mehang Kunda Airport,ID
WAEW,Pitu Airport,ID
WAFB,Toraja Airport,ID
WAFD,Bua - Palopo Lagaligo Airport,ID
WAFF,Mutiara - SIS Al-Jufrie Airport,ID
WAFJ,Tampa Padang Airport,ID
WAFM,Andi Jemma Airport,ID
WAFP,Kasiguncu Airport,ID
WAFW,Syukuran Aminuddin Amir Airport,ID
WAGB,Haji Muhammad Sidik Airport,ID
WAGF,Seruyan Kuala Pembuang Airport,ID
WAGG,Tjilik Riwut Airport,ID
WAHI,Yogyakarta International Airport,ID
WAHL,Tunggul Wulung Airport,ID
WAHU,Dewadaru - Kemujan Island,ID
WAJB,Bokondini Airport,ID
WAJD,Wakde Airport,ID
WAJI,Mararena Sarmi Airport,ID
WAJJ,Dortheys Hiyo Eluay International Airport,ID
WAJK,Kiwirok Airstrip,ID
WAJL,Lereh Airport,ID
WAJM,Mulia Airport,ID
WAJO,Oksibil Airport,ID
WAJR,Waris Airport,ID
WAJS,Senggeh Airport,ID
WAJU,Ubrub Airport,ID
WAJY,Werur/Mar Airport,ID
WAKD,Mindiptana Airport,ID
WAKE,Bade Airport,ID
WAKG,Agats Airport,ID
WAKK,Mopah International Airport,ID
WAKO,Okaba Airport,ID
WAKP,Kepi Airport,ID
WAKT,Tanah Merah Airport,ID
WALE,Melalan Airport,ID
WALG,Tanjung Harapan Airport,ID
WALJ,Datadawai Airport,ID
WALK,Kalimarau Airport,ID
WALL,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,ID
WALQ,Muara Badak Pujangan Airport,ID
WALR,Juwata International Airport / Suharnoko Harbani AFB,ID
WALS,Aji Pangeran Tumenggung Pranoto International Airport,ID
WALT,Tanjung Santan Airport,ID
WALV,Bunyu Airport,ID
WALX,Mangkajang Airport,ID
WAMA,Gamarmalamo Airport,ID
WAMB,Kotamubagu/Mopait Airport,ID
WAMC,Tentena Airport,ID
WAMD,Jailolo/Kuripasai Airport,ID
WAME,Buli Airport,ID
WAMG,Jalaluddin Airport,ID
WAMH,Naha Airport,ID
WAMI,Sultan Bantilan Airport,ID
WAMJ,Gebe Airport,ID
WAMK,Kao Airport,ID
WAMM,Sam Ratulangi Airport,ID
WAMN,Melangguane Airport,ID
WAMO,Siau/Sitaro Airport,ID
WAMT,Sultan Babullah Airport,ID
WAMU,Wuasa Airport,ID
WAMY,Buol Airport,ID
WAN,Waverney Airport,AU
WAOC,Batu Licin Airport,ID
WAOH,Mekar Putih Airport,ID
WAOI,Iskandar Airport,ID
WAOK,Gusti Syamsir Alam Airport,ID
WAOM,Beringin Airport,ID
WAON,Warukin Airport,ID
WAOO,Syamsudin Noor International Airport,ID
WAOS,Sampit (Hasan) Airport,ID
WAOT,Teluk Kepayang Airport,ID
WAOU,"SANGGU Airport, Buntok",ID
WAPA,Amahai Airport,ID
WAPB,Bula Airport,ID
WAPC,Bandanaira Airport,ID
WAPD,Rar Gwamar Airport,ID
WAPE,"Mangole Airport, Falabisahaya",ID
WAPF,Karel Sadsuitubun Airport,ID
WAPG,Namrole Airport,ID
WAPH,Oesman Sadik Airport,ID
WAPI,Saumlaki/Olilit Airport,ID
WAPK,Nangasuri Airport,ID
WAPL,Dumatubin Airport,ID
WAPN,Emalamo Sanana Airport,ID
WAPO,Larat Airport,ID
WAPP,Pattimura International Airport,ID
WAPR,Namlea Airport,ID
WAPT,Taliabu Island Airport,ID
WAPV,Wahai Airport,ID
WAQM,Robert Atty Bessing,ID
WARA,Abdul Rachman Saleh Airport,ID
WARC,Ngloram Airport,ID
WARI,Iswahyudi Airport,ID
WARJ,Adisutjipto International Airport,ID
WARQ,Adisumarmo International Airport,ID
WARR,Juanda International Airport,ID
WARS,Achmad Yani Airport,ID
WART,Trunojoyo Airport,ID
WASB,Stenkol Airport,ID
WASC,Abresso Airport,ID
WASE,Kebar Airport,ID
WASF,Fakfak Airport,ID
WASI,Inanwatan Airport,ID
WASK,Kaimana Airport,ID
WASM,Merdei Airport,ID
WASN,Marinda Airport,ID
WASO,Babo Airport,ID
WASR,Rendani Airport,ID
WASS,Jefman Airport,ID
WAST,Teminabuan Airport,ID
WASW,Wasior Airport,ID
WATB,Bajawa Soa Airport,ID
WATC,Frans Xavier Seda Airport,ID
WATE,H. Hasan Aroeboesman (Ende) Airport,ID
WATG,Frans Sales Lega Airport,ID
WATM,Alor Island - Mali Airport,ID
WATO,Komodo Airport,ID
WATQ,John Becker Airport,ID
WATR,David Constantijn Saudale Airport,ID
WATS,Sabu-Tardanu Airport,ID
WATT,El Tari Airport,ID
WAVV,Wamena Airport,ID
WAWB,Betoambari Airport,ID
WAWD,Matahora Airport,ID
WAWH,Selayar - Haji Aroeppala Airport,ID
WAWS,Soroako Airport,ID
WAWT,Pongtiku Airport,ID
WAWW,Haluoleo Airport,ID
WAXX,Domine Eduard Osok Airport,ID
WBAK,Anduki Airport,BN
WBB,Stebbins Airport,US
WBC,Wapolu Airport,PG
WBGA,Long Atip Airport,MY
WBGB,Bintulu Airport,MY
WBGC,Belaga Airport,MY
WBGD,Long Semado Airport,MY
WBGE,Long Geng Airport,MY
WBGF,Long Lellang Airport,MY
WBGG,Kuching International Airport,MY
WBGI,Long Seridan Airport,MY
WBGJ,Limbang Airport,MY
WBGK,Mukah Airport,MY
WBGL,Long Akah Airport,MY
WBGM,Marudi Airport,MY
WBGN,Sematan Airport,MY
WBGO,Lio Matu Airport,MY
WBGP,Kapit Airport,MY
WBGQ,Bakalalan Airport,MY
WBGR,Miri Airport,MY
WBGS,Sibu Airport,MY
WBGT,Tanjung Manis Airport,MY
WBGU,Long Sukang Airport,MY
WBGW,Lawas Airport,MY
WBGY,Simanggang Airport,MY
WBGZ,Bario Airport,MY
WBKA,Semporna Airport,MY
WBKB,Kota Belud Airport,MY
WBKD,Lahad Datu Airport,MY
WBKE,Telupid Airport,MY
WBKG,Keningau Airport,MY
WBKH,Sahabat [Sahabat 16] Airport,MY
WBKK,Kota Kinabalu International Airport,MY
WBKL,Labuan Airport,MY
WBKM,Tomanggong Airport,MY
WBKN,Long Pasia Airport,MY
WBKO,Sepulot Airport,MY
WBKP,Pamol Airport,MY
WBKR,Ranau Airport,MY
WBKS,Sandakan Airport,MY
WBKT,Kudat Airport,MY
WBKU,Kuala Penyu Airport,MY
WBKW,Tawau Airport,MY
WBMU,Mulu Airport,MY
WBSB,Brunei International Airport,BN
WDA,"Al Ain Airport Ain District, Shabwah Governorate, Yemen",YE
WEA,Parker County Airport,US
WED,Wedau Airport,PG
WEON,Weona Airport,US
WGU,Wagau Airport,PG
WGY,Wagny Airport,GA
WHL,Welshpool Airport,AU
WI00,Norrie Brook Airport,US
WI01,Aurora Medical Center Kenosha Heliport,US
WI02,Turtle Airport,US
WI03,Horner Farms Airport,US
WI04,Lake Menomin Seaplane Base,US
WI05,Stocktrade Airport,US
WI06,Aurora Medical Center Heliport,US
WI07,Waupun Airport,US
WI08,St. Mary's Hospital Ozaukee Heliport,US
WI09,Heitman Field Airport,US
WI10,Cedar Island Airport,US
WI11,Mumm Field,US
WI12,Lilac Time Airport,US
WI13,Jennie'S Field,US
WI14,Baldwin Airport,US
WI15,Bloomer Memorial Medical Center Heliport,US
WI16,Jim Benson Field,US
WI18,Gateway Airport,US
WI19,Cacic Airport,US
WI1A,Nusawiru Airport,ID
WI1B,Batujajar Airport,ID
WI1C,Rumpin Airport,ID
WI1G,Gading Wonosari Airport,ID
WI20,Southwest Health Heliport,US
WI21,Crane Field,US
WI22,Rocket City Airport,US
WI23,Cornucopia Field,US
WI24,Cardinal Ridge Airport,US
WI25,Durand Municipal Airport,US
WI26,Mertinkes Airport,US
WI27,Skyport Airport,US
WI28,Walter's Agri-Center Airport,US
WI29,Rush River Airport,US
WI30,St Clare Hospital Heliport,US
WI31,Minnesuing Airport,US
WI32,T-Bo Field Airport,US
WI33,Ben Sutherland Airport,US
WI34,Mayo Clinic Health System-Northland Heliport,US
WI35,Ceder Lake Seaplane Base,US
WI36,Dolhun Field,US
WI37,Rainbow Airport,US
WI38,Beloit Memorial Hospital Heliport,US
WI39,Clintonville Community Hospital Heliport,US
WI40,Spiegel Field,US
WI41,Prairie Ridge Health Heliport,US
WI42,Pine Grove Airport,US
WI43,Atkins Ridge Airport,US
WI44,Upland Hills Health Heliport,US
WI45,Aspirus Langlade Hospital Heliport,US
WI46,Fun-Air Airport,US
WI47,Timberline Airport,US
WI48,Edinger Field,US
WI49,Blair Airport,US
WI50,Loeber McDaniel Field,US
WI51,Del Monte Airport,US
WI52,Schewe Airport,US
WI53,Maguire Field,US
WI54,Corinth Airport,US
WI55,Broken Prop Airport,US
WI56,C Jeidy Farms Airport,US
WI57,Advent Health Durand Heliport,US
WI58,Winfield Airport,US
WI59,Burnett General Hospital Heliport,US
WI60,Deer Haven Ranch Airport,US
WI61,Ashenfelter Aerodrome,US
WI62,SSS Aerodrome,US
WI63,St Joseph's Memorial Hospital Heliport,US
WI64,Iola Emergency Heliport,US
WI65,Dane Airport,US
WI66,Smilin' Sam's Airport,US
WI67,Bennett Field,US
WI68,Brinsmere Heliport,US
WI69,Air Troy Estates Restricted Airport,US
WI70,Swan Airport,US
WI71,Weedhopper Meadow Airport,US
WI72,Martin Fierro Airport,US
WI73,Happy Jacks Air Strip,US
WI74,Pfaffenroth Private Airport,US
WI75,Bogus Creek Airport,US
WI76,Maggies Farm LLC Airport,US
WI77,Willow Creek Airport,US
WI78,Martins Aerodrome,US
WI79,Town Line Airport,US
WI80,Kaukauna Community Hospital Heliport,US
WI81,Rigdon Private Airport,US
WI82,Kenosha Hospital and Medical Center Heliport,US
WI83,St Mary's Kewaunee Area Memorial Hospital Heliport,US
WI84,Johnstown Center Airport,US
WI85,Omniflight Helicopters Heliport,US
WI86,Ori Airport,US
WI87,Pine River Airport,US
WI88,Mount Fuji Airport,US
WI89,Lake Geneva Aire Estates Airport,US
WI90,Speedwing Field,US
WI91,Larson Airport,US
WI92,Wag-Aero Airport,US
WI93,Meriter/Park Heliport,US
WI94,Army Guard Heliport,US
WI95,Binzel Airport,US
WI96,Holy Family Memorial Medical Center Heliport,US
WI97,Mathaire Field,US
WI98,Blackburn Airport,US
WI99,Meier Airport,US
WIAG,Menggala Airport,ID
WIAJ,Semplak Atang Senjaya Airport,ID
WIAK,Margahayu Airport,ID
WIAP,Banyumas Airport,ID
WIBB,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,ID
WIBD,Pinang Kampai Airport,ID
WIBJ,Japura Airport,ID
WIBR,Rokot Airport,ID
WIBS,Sungai Pakning Bengkalis Airport,ID
WIBT,Sei Bati Airport,ID
WICA,Kertajati International Airport,ID
WICB,Budiarto Airport,ID
WICC,Husein Sastranegara International Airport,ID
WICD,Penggung Airport,ID
WICM,Cibeureum Airport,ID
WID,RAF Wildenrath,DE
WIDD,Hang Nadim International Airport,ID
WIDE,Pasir Pangaraan Airport,ID
WIDL,Letung Airport,ID
WIDM,Matak Airport,ID
WIDN,Raja Haji Fisabilillah International Airport,ID
WIDS,Dabo Airport,ID
WIGM,Muko Muko Airport,ID
WIHH,Halim Perdanakusuma International Airport,ID
WIHP,Pondok Cabe Air Base,ID
WIII,Soekarno-Hatta International Airport,ID
WIIK,Kalijati Airport,ID
WIIR,Pelabuhan Ratu Airport,ID
WILL,Radin Inten II International Airport,ID
WILP,Muhammad Taufiq Kiemas Airport,ID
WIMA,Labuhan Bilik Airport,ID
WIMB,Binaka Airport,ID
WIME,Aek Godang Airport,ID
WIMG,Tabing Airport,ID
WIMH,Helvetia Airport,ID
WIMK,Soewondo Air Force Base,ID
WIML,Kisaran Airport,ID
WIMM,Kualanamu International Airport,ID
WIMN,Silangit Airport,ID
WIMP,Sibisa Airport,ID
WIMR,Pematangsiantar Airport,ID
WIMS,Dr. Ferdinand Lumban Tobing Airport,ID
WIMT,Tebing Tinggi Airport,ID
WIOB,Bengkayang Airport,ID
WIOD,H A S Hanandjoeddin International Airport,ID
WIOG,Nanga Pinoh Airport,ID
WIOI,Singkawang Airport,ID
WIOK,Rahadi Osman Airport,ID
WION,Ranai-Natuna Airport,ID
WIOO,Supadio Airport,ID
WIOP,Pangsuma Airport,ID
WIOS,Sintang Airport,ID
WIPA,Sultan Thaha Airport,ID
WIPB,Silampari Airport,ID
WIPD,Banding Agung Airport,ID
WIPF,Kuala Tungkal Airport,ID
WIPI,Muara Bungo Airport,ID
WIPK,Depati Amir Airport,ID
WIPL,Fatmawati Soekarno Airport,ID
WIPO,Gatot Subrato Airport,ID
WIPP,Sultan Mahmud Badaruddin II Airport,ID
WIPQ,Pendopo Airport,ID
WIPT,Minangkabau International Airport,ID
WIPV,Keluang Airport,ID
WIPY,Bentayan Airport,ID
WITA,Teuku Cut Ali Airport,ID
WITB,Maimun Saleh Airport,ID
WITC,Cut Nyak Dhien Airport,ID
WITG,Lasikin Airport,ID
WITK,Rembele Airport,ID
WITL,Lhok Sukon Airport,ID
WITM,Malikus Saleh Airport,ID
WITS,Seumayam Airport,ID
WITT,Sultan Iskandar Muda International Airport,ID
WJBK,Berkeley Municipal Heliport,US
WMAA,Bahau Airport,MY
WMAB,Batu Pahat Airport,MY
WMAC,Benta Airport,MY
WMAD,Bentong Airport,MY
WMAE,Bidor Airport,MY
WMAG,Dungun Airport,MY
WMAH,Grik Airport,MY
WMAJ,Jendarata Airport,MY
WMAL,Kuala Kerai Airport,MY
WMAN,Sungai Tiang Airport,MY
WMAP,Kluang Airport,MY
WMAQ,Labis Airport,MY
WMAU,Mersing Airport,MY
WMAV,Muar / Bakri Airport,MY
WMAZ,Segamat Airport,MY
WMBA,Sitiawan Airport,MY
WMBB,Sungai Petani Airport,MY
WMBE,Semantan Airport,MY
WMBF,Ulu Bernam Airport,MY
WMBH,Pengkalan Hulu Airport,MY
WMBI,Taiping (Tekah) Airport,MY
WMBT,Tioman Airport,MY
WMGK,Gong Kedak Airport,MY
WMKA,Sultan Abdul Halim Airport,MY
WMKB,RMAF Butterworth Air Base,MY
WMKC,Sultan Ismail Petra Airport,MY
WMKD,Kuantan Airport,MY
WMKE,Kerteh Airport,MY
WMKF,Simpang Airport,MY
WMKI,Sultan Azlan Shah Airport,MY
WMKJ,Senai International Airport,MY
WMKK,Kuala Lumpur International Airport,MY
WMKL,Langkawi International Airport,MY
WMKM,Malacca International Airport,MY
WMKN,Sultan Mahmud Airport,MY
WMKP,Penang International Airport,MY
WMLH,TLDM Lumut Heliport,MY
WMLU,Lutong Airport,MY
WMPA,Pulau Pangkor Airport,MY
WMPR,LTS Pulau Redang Airport,MY
WMSA,Sultan Abdul Aziz Shah International Airport,MY
WN00,Kimshan Ranch Airport,US
WN01,Seattle Private Number One Heliport,US
WN02,Mile Bluff Medical Center Heliport,US
WN03,Van Der Vaart Airport,US
WN04,Erickson Ranch Airport,US
WN05,Harris Airport,US
WN06,Providence Southgate Medical Park Heliport,US
WN07,Decatur Shores Airport,US
WN08,Kendall Airstrip,US
WN09,Bucky's Airpark,US
WN10,Mount St Helens Aero Ranch Airport,US
WN11,Red Roof Airport,US
WN12,Fishtrap Heliport,US
WN13,Vaughan Ranch Airfield,US
WN14,Pete's Airport,US
WN15,Burnett Landing Airport,US
WN16,KOMO TV Heliport,US
WN17,Hoverhawk Ranch Airport,US
WN18,Becker's Landing Airport,US
WN19,Gig Harbor Seaplane Base,US
WN2,Silver Lake Seaplane Base,US
WN20,Van De Plasch Airport,US
WN21,Lawson Airpark,US
WN22,Lake Union Heliport,US
WN23,Grand View International Airport,US
WN24,Cougar Flat Airstrip,US
WN25,Mayo Clinic Health System-Red Cedar Heliport,US
WN26,Schoepflin Airport,US
WN27,Redoft Airport,US
WN28,Sunny Slope Runway Airport,US
WN29,Blue Ribbon Airport,US
WN30,Clinesmith Ranch Airport,US
WN31,Slinkard Airfield,US
WN32,Newport Community Hospital Heliport,US
WN33,Columbia Ag 2 Airport,US
WN34,Ethel International Airport,US
WN35,Meadow Mist Airport,US
WN36,Kari Field,US
WN37,McLaughlin Heliport,US
WN38,Ross Complex Heliport,US
WN39,Knutson Field,US
WN40,Coupeville Airpark,US
WN41,Redfern Aerodrome,US
WN42,Flying H Ranch Airport,US
WN43,Lower Granite Dam Heliport,US
WN44,Podeweltz Airport,US
WN45,Take Five Airport,US
WN46,Battle Creek Airport,US
WN47,Bear Valley Skyranch Airport,US
WN48,Kimbrel Farm Airport,US
WN49,Blue Heron Field,US
WN50,St Joseph Hospital Heliport,US
WN51,Bayview Farms Airport,US
WN52,Cougar Heliport,US
WN53,Frontier Airpark,US
WN54,Ellerport Airport,US
WN55,Randle-Kiona Airpark,US
WN56,Columbia Basin Hospital Heliport,US
WN57,Bade Rotor and Wing Svc. Heliport,US
WN58,Capitol Medical Center Heliport,US
WN59,Nelsons Nitch Airport,US
WN60,Swanton Ultralightport,US
WN61,Tai's Landing Airport,US
WN62,Auburn Fire Department Heliport,US
WN63,Bristol Airport,US
WN64,J K D Farms Airport,US
WN65,My Airport,US
WN66,Cranberry International Seaplane Base,US
WN67,Southwest Washington Medical Center Heliport,US
WN68,Aurora Medical Center Burlington Heliport,US
WN69,Leach Farms Heliport,US
WN70,Northwest Helicopters Heliport,US
WN71,Evans Heliport,US
WN72,Kinch Farms Airport,US
WN73,St Joseph Hospital Main Campus Heliport,US
WN74,Burnt Ridge Airstrip,US
WN75,Erin Aero Airport,US
WN76,Bergseth Field,US
WN77,Wnp-2 Plant Support Facility Heliport,US
WN79,Haley Heliport,US
WN80,Walters Arv Ultralightport,US
WN81,Ice Harbor Dam Heliport,US
WN82,Ferry County Memorial Hospital Heliport,US
WN83,Telephone Utilities/TIW Heliport,US
WN84,Lower Monumental Dam Heliport,US
WN85,Morrisonville International Airport,US
WN86,St Croix Valley Airport,US
WN87,Bryan Airport,US
WN88,Martin Airport,US
WN89,Lee's Airport,US
WN90,Taylorport Airport,US
WN91,Evans Heliport,US
WN92,Sky Meadows Airpark,US
WN93,Park 90 Heliport,US
WN94,East Adams Rural Hospital Heliport,US
WN95,Brown Boy Airport,US
WN96,Misty Isle Farms Heliport,US
WN97,Froedtert Pleasant Prairie Hospital Heliport,US
WN98,Florida North Airport,US
WN99,Hayes Road Airport,US
WNU,Wanuma Airport,PG
WPAS,Mathilda Batlayeri Airport,ID
WPAT,Atauro Airport,TL
WPDB,Suai Airport,TL
WPDH,Dili City Heliport,TL
WPDL,Presidente Nicolau Lobato International Airport,TL
WPEC,Cakung Airport,TL
WPFL,Fuiloro Airfield,TL
WPMN,Maliana Airport,TL
WPOC,Rota Do Sândalo Oecusse Airport,TL
WPVQ,Viqueque Airport,TL
WRBU,Buntok Airport,ID
WRKA,AA Bere Tallo (Haliwen) Airport,ID
WRKJ,Mena Airport,ID
WRKL,Larantuka Gewayentana Airport,ID
WRKM,Kalabahi Airport,ID
WRKN,Naikliu Airport,ID
WRLA,Sanggata/Sangkimah Airport,ID
WRLB,Long Bawan Airport,ID
WRLC,Bontang Airport,ID
WRLF,Nunukan Airport,ID
WRLH,Tanah Grogot Airport,ID
WRLJ,Tanjung Bara Airport,ID
WRLN,Long Mawang Airport,ID
WRLP,Long Apung Airport,ID
WRLU,Sangkulirang Airport,ID
WRLW,Muara Wahau Airport,ID
WRLY,Senipah Heliport,ID
WRSP,Tanjung Perak Airport,ID
WS-0001,Lalomalava Airport,WS
WS01,Archie's Seaplane Base,US
WS02,Polish Paradise Airport,US
WS03,St Mary's Hospital of Milwaukee Heliport,US
WS04,Zanadu Airport,US
WS05,Lonely Pines Airport,US
WS06,Springstead Airport,US
WS07,J.B. Heliport,US
WS08,Five Corners Airways Airport,US
WS09,Rox Airport,US
WS10,Casey Lake Airport,US
WS11,Frievalt Airport,US
WS12,Elert Airport,US
WS13,Cloud Dancer Private Airport,US
WS15,Mill House Field,US
WS16,Scherrico Meadows Airport,US
WS17,Pioneer Airport,US
WS18,Aurora Medical Center Sheboygan County Heliport,US
WS19,Petit Cache Airport,US
WS20,Young Tactical Landing Site Airport,US
WS21,Community Memorial Hospital Heliport,US
WS22,Wolfgram Airport,US
WS23,R & S Landing Strip,US
WS24,Round Lake Seaplane Base,US
WS25,Shangrila Airport,US
WS26,Ranch Side Airport,US
WS27,Uw Hospital & Clinics Heliport,US
WS28,Coleman Airport,US
WS29,Tachick Field,US
WS30,Hexum Flight Park Ultralightport,US
WS31,Otto-Gibbons Airport,US
WS32,Prescott Field,US
WS33,Storytown Airfield,US
WS34,Fort Atkinson Memorial Hospital Heliport,US
WS35,Thedacare Regional Medical Center - Neenah Heliport,US
WS36,Swan Field,US
WS37,Memorial Community Hospital Heliport,US
WS38,Luther Hospital Heliport,US
WS39,Pinewood Air Park,US
WS40,Mercy Hospital Heliport,US
WS41,Rusmar Farms Airport,US
WS42,Owen-Withee Airport,US
WS43,Birch Creek Airport,US
WS44,Diderrich Ranch Airport,US
WS45,Circle K Airport,US
WS46,J & L Aviation Airport,US
WS47,St Joseph's Hospital Heliport,US
WS48,Memorial Hospital Heliport,US
WS49,Christie Aerodrome,US
WS50,Mercy Medical Center Heliport,US
WS51,Leeward Farm Airport,US
WS52,"SSM Health, St. Marys Hospital - Madison Heliport",US
WS53,St Mary's Medical Center Heliport,US
WS54,Reedsburg Area Medical Center Heliport,US
WS55,Barten Airport,US
WS56,St Nicholas Hospital Heliport,US
WS57,Westosha Emergency Center Heliport,US
WS58,Spooner Hospital Heliport,US
WS59,Door County Memorial Hospital Heliport,US
WS60,Vern Air Park,US
WS61,Tomah Memorial Hospital Heliport,US
WS62,Sugar Ridge Airport,US
WS63,Memorial Medical Center Heliport,US
WS64,Schiffmann Seaplane Base,US
WS65,Aspirus Wausau Hospital Heliport,US
WS66,Froedtert West Bend Hospital Heliport,US
WS67,Vietmeier Airport,US
WS68,Krist Island Airport,US
WS69,Log Cabin Airport,US
WS70,Marshfield Medical Center/Beaver Dam Heliport,US
WS71,Flying J Airport,US
WS72,Cain's Field,US
WS73,Big Foot Farms Heliport,US
WS74,Al's Airway Airport,US
WS75,Waupun Memorial Hospital Heliport,US
WS76,Black Dog Farm Airport,US
WS77,Circle T Airport,US
WS78,River Valley Airport,US
WS79,Indianhead Medical Center Heliport,US
WS81,Alpha Hotel Airport,US
WS82,Johnson Island Seaplane Base,US
WS87,Port Field,US
WS89,Appleton Medical Center Heliport,US
WS91,Sky Hollow Airport,US
WS96,Hughes Airport,US
WS98,St Joseph's Hospital Heliport,US
WSA,Wasua Airport,PG
WSAC,Changi Air Base (East),SG
WSAG,Sembawang Air Base,SG
WSAP,Paya Lebar Air Base,SG
WSAT,Tengah Air Base,SG
WSB,Steamboat Bay Seaplane Base,US
WSJ,San Juan /Uganik/ Seaplane Base,US
WSM,Wiseman Airport,US
WSSL,Seletar Airport,SG
WSSS,Singapore Changi Airport,SG
WT00,Grays Harbor Community Hospital Heliport,US
WT01,Hillcrest Farms Airport,US
WT02,Hammer EVOC Skid Pad Heliport,US
WT03,River View Airpark,US
WT04,Silverbird Airport,US
WT21,Deer Park / Radial Flyer Airport,US
WT22,Graves Field Heliport,US
WT24,Reed Airport,US
WT28,Kiwi Air Heliport,US
WT33,Skid Row Seaplane Base,US
WT34,US Border Patrol Blaine Heliport,US
WT37,Lockwood Dry Coulee Airport,US
WT44,Michair Airport,US
WT51,Fire District 3 Heliport,US
WT70,Diablo Heliport,US
WT77,Rocky Bay Airport,US
WT78,Building Care EMS Helistop,US
WT88,Hill Airport,US
WTT,Wantoat Airport,PG
WUV,Wuvulu Island Airport,PG
WUZ,Wuzhou Xijiang Airport,CN
WV00,Deer Creek Farm Airport,US
WV01,Lee Massey Airport,US
WV02,St Mary's Hospital Heliport,US
WV03,Lee Norse Nr 2 Heliport,US
WV04,Beckley ARH Hospital Heliport,US
