"Port","Service","Protocol","Description"
"3516","smartcard-port","udp","Smartcard Port"
"3517","802-11-iapp","tcp","IEEE 802.11 WLANs WG IAPP"
"3517","802-11-iapp","udp","IEEE 802.11 WLANs WG IAPP"
"3518","artifact-msg","tcp","Artifact Message Server"
"3518","artifact-msg","udp","Artifact Message Server"
"3519","nvmsgd","tcp","Netvion Messenger Port"
"3519","galileo","udp","Netvion Galileo Port"
"3520","galileolog","tcp","Netvion Galileo Log Port"
"3520","galileolog","udp","Netvion Galileo Log Port"
"3521","mc3ss","tcp","Telequip Labs MC3SS"
"3521","mc3ss","udp","Telequip Labs MC3SS"
"3522","nssocketport","tcp","DO over NSSocketPort"
"3522","nssocketport","udp","DO over NSSocketPort"
"3523","odeumservlink","tcp","Odeum Serverlink"
"3523","odeumservlink","udp","Odeum Serverlink"
"3524","ecmport","tcp","ECM Server port"
"3524","ecmport","udp","ECM Server port"
"3525","eisport","tcp","EIS Server port"
"3525","eisport","udp","EIS Server port"
"3526","starquiz-port","tcp","starQuiz Port"
"3526","starquiz-port","udp","starQuiz Port"
"3527","beserver-msg-q","tcp","VERITAS Backup Exec Server"
"3527","beserver-msg-q","udp","VERITAS Backup Exec Server"
"3528","jboss-iiop","tcp","JBoss IIOP"
"3528","jboss-iiop","udp","JBoss IIOP"
"3529","jboss-iiop-ssl","tcp","JBoss IIOP/SSL"
"3529","jboss-iiop-ssl","udp","JBoss IIOP/SSL"
"3530","gf","tcp","Grid Friendly"
"3530","gf","udp","Grid Friendly"
"3531","joltid","tcp","Joltid"
"3531","joltid","udp","Joltid"
"3532","raven-rmp","tcp","Raven Remote Management Control"
"3532","raven-rmp","udp","Raven Remote Management Control"
"3533","raven-rdp","tcp","Raven Remote Management Data"
"3533","raven-rdp","udp","Raven Remote Management Data"
"3534","urld-port","tcp","URL Daemon Port"
"3534","urld-port","udp","URL Daemon Port"
"3535","ms-la","tcp","MS-LA"
"3535","ms-la","udp","MS-LA"
"3536","snac","tcp","SNAC"
"3536","snac","udp","SNAC"
"3537","ni-visa-remote","tcp","Remote NI-VISA port"
"3537","ni-visa-remote","udp","Remote NI-VISA port"
"3538","ibm-diradm","tcp","IBM Directory Server"
"3538","ibm-diradm","udp","IBM Directory Server"
"3539","ibm-diradm-ssl","tcp","IBM Directory Server SSL"
"3539","ibm-diradm-ssl","udp","IBM Directory Server SSL"
"3540","pnrp-port","tcp","PNRP User Port"
"3540","pnrp-port","udp","PNRP User Port"
"3541","voispeed-port","tcp","VoiSpeed Port"
"3541","voispeed-port","udp","VoiSpeed Port"
"3542","hacl-monitor","tcp","HA cluster monitor"
"3542","hacl-monitor","udp","HA cluster monitor"
"3543","qftest-lookup","tcp","qftest Lookup Port"
"3543","qftest-lookup","udp","qftest Lookup Port"
"3544","teredo","tcp","Teredo Port"
"3544","teredo","udp","Teredo Port"
"3545","camac","tcp","CAMAC equipment"
"3545","camac","udp","CAMAC equipment"
"3546","","","Unassigned"
"3547","symantec-sim","tcp","Symantec SIM"
"3547","symantec-sim","udp","Symantec SIM"
"3548","interworld","tcp","Interworld"
"3548","interworld","udp","Interworld"
"3549","tellumat-nms","tcp","Tellumat MDR NMS"
"3549","tellumat-nms","udp","Tellumat MDR NMS"
"3550","ssmpp","tcp","Secure SMPP"
"3550","ssmpp","udp","Secure SMPP"
"3551","apcupsd","tcp","Apcupsd Information Port"
"3551","apcupsd","udp","Apcupsd Information Port"
"3552","taserver","tcp","TeamAgenda Server Port"
"3552","taserver","udp","TeamAgenda Server Port"
"3553","rbr-discovery","tcp","Red Box Recorder ADP"
"3553","rbr-discovery","udp","Red Box Recorder ADP"
"3554","questnotify","tcp","Quest Notification Server"
"3554","questnotify","udp","Quest Notification Server"
"3555","razor","tcp","Vipul's Razor"
"3555","razor","udp","Vipul's Razor"
"3556","sky-transport","tcp","Sky Transport Protocol"
"3556","sky-transport","udp","Sky Transport Protocol"
"3557","personalos-001","tcp","PersonalOS Comm Port"
"3557","personalos-001","udp","PersonalOS Comm Port"
"3558","mcp-port","tcp","MCP user port"
"3558","mcp-port","udp","MCP user port"
"3559","cctv-port","tcp","CCTV control port"
"3559","cctv-port","udp","CCTV control port"
"3560","iniserve-port","tcp","INIServe port"
"3560","iniserve-port","udp","INIServe port"
"3561","bmc-onekey","tcp","BMC-OneKey"
"3561","bmc-onekey","udp","BMC-OneKey"
"3562","sdbproxy","tcp","SDBProxy"
"3562","sdbproxy","udp","SDBProxy"
"3563","watcomdebug","tcp","Watcom Debug"
"3563","watcomdebug","udp","Watcom Debug"
"3564","esimport","tcp","Electromed SIM port"
"3564","esimport","udp","Electromed SIM port"
"3565","m2pa","tcp","M2PA"
"3565","","udp","Reserved"
"3565","m2pa","sctp","M2PA"
"3566","quest-data-hub","tcp","Quest Data Hub"
"3566","","udp","Reserved"
"3567","dof-eps","tcp","DOF Protocol Stack"
"3567","dof-eps","udp","DOF Protocol Stack"
"3568","dof-tunnel-sec","tcp","DOF Secure Tunnel"
"3568","dof-tunnel-sec","udp","DOF Secure Tunnel"
"3569","mbg-ctrl","tcp","Meinberg Control Service"
"3569","mbg-ctrl","udp","Meinberg Control Service"
"3570","mccwebsvr-port","tcp","MCC Web Server Port"
"3570","mccwebsvr-port","udp","MCC Web Server Port"
"3571","megardsvr-port","tcp","MegaRAID Server Port"
"3571","megardsvr-port","udp","MegaRAID Server Port"
"3572","megaregsvrport","tcp","Registration Server Port"
"3572","megaregsvrport","udp","Registration Server Port"
"3573","tag-ups-1","tcp","Advantage Group UPS Suite"
"3573","tag-ups-1","udp","Advantage Group UPS Suite"
"3574","dmaf-server","tcp","DMAF Server"
"3574","dmaf-caster","udp","DMAF Caster"
"3575","ccm-port","tcp","Coalsere CCM Port"
"3575","ccm-port","udp","Coalsere CCM Port"
"3576","cmc-port","tcp","Coalsere CMC Port"
"3576","cmc-port","udp","Coalsere CMC Port"
"3577","config-port","tcp","Configuration Port"
"3577","config-port","udp","Configuration Port"
"3578","data-port","tcp","Data Port"
"3578","data-port","udp","Data Port"
"3579","ttat3lb","tcp","Tarantella Load Balancing"
"3579","ttat3lb","udp","Tarantella Load Balancing"
"3580","nati-svrloc","tcp","NATI-ServiceLocator"
"3580","nati-svrloc","udp","NATI-ServiceLocator"
"3581","kfxaclicensing","tcp","Ascent Capture Licensing"
"3581","kfxaclicensing","udp","Ascent Capture Licensing"
"3582","press","tcp","PEG PRESS Server"
"3582","press","udp","PEG PRESS Server"
"3583","canex-watch","tcp","CANEX Watch System"
"3583","canex-watch","udp","CANEX Watch System"
"3584","u-dbap","tcp","U-DBase Access Protocol"
"3584","u-dbap","udp","U-DBase Access Protocol"
"3585","emprise-lls","tcp","Emprise License Server"
"3585","emprise-lls","udp","Emprise License Server"
"3586","emprise-lsc","tcp","License Server Console"
"3586","emprise-lsc","udp","License Server Console"
"3587","p2pgroup","tcp","Peer to Peer Grouping"
"3587","p2pgroup","udp","Peer to Peer Grouping"
"3588","sentinel","tcp","Sentinel Server"
"3588","sentinel","udp","Sentinel Server"
"3589","isomair","tcp","isomair"
"3589","isomair","udp","isomair"
"3590","wv-csp-sms","tcp","WV CSP SMS Binding"
"3590","wv-csp-sms","udp","WV CSP SMS Binding"
"3591","gtrack-server","tcp","LOCANIS G-TRACK Server"
"3591","gtrack-server","udp","LOCANIS G-TRACK Server"
"3592","gtrack-ne","tcp","LOCANIS G-TRACK NE Port"
"3592","gtrack-ne","udp","LOCANIS G-TRACK NE Port"
"3593","bpmd","tcp","BP Model Debugger"
"3593","bpmd","udp","BP Model Debugger"
"3594","mediaspace","tcp","MediaSpace"
"3594","mediaspace","udp","MediaSpace"
"3595","shareapp","tcp","ShareApp"
"3595","shareapp","udp","ShareApp"
"3596","iw-mmogame","tcp","Illusion Wireless MMOG"
"3596","iw-mmogame","udp","Illusion Wireless MMOG"
"3597","a14","tcp","A14 (AN-to-SC/MM)"
"3597","a14","udp","A14 (AN-to-SC/MM)"
"3598","a15","tcp","A15 (AN-to-AN)"
"3598","a15","udp","A15 (AN-to-AN)"
"3599","quasar-server","tcp","Quasar Accounting Server"
"3599","quasar-server","udp","Quasar Accounting Server"
"3600","trap-daemon","tcp","text relay-answer"
"3600","trap-daemon","udp","text relay-answer"
"3601","visinet-gui","tcp","Visinet Gui"
"3601","visinet-gui","udp","Visinet Gui"
"3602","infiniswitchcl","tcp","InfiniSwitch Mgr Client"
"3602","infiniswitchcl","udp","InfiniSwitch Mgr Client"
"3603","int-rcv-cntrl","tcp","Integrated Rcvr Control"
"3603","int-rcv-cntrl","udp","Integrated Rcvr Control"
"3604","bmc-jmx-port","tcp","BMC JMX Port"
"3604","bmc-jmx-port","udp","BMC JMX Port"
"3605","comcam-io","tcp","ComCam IO Port"
"3605","comcam-io","udp","ComCam IO Port"
"3606","splitlock","tcp","Splitlock Server"
"3606","splitlock","udp","Splitlock Server"
"3607","precise-i3","tcp","Precise I3"
"3607","precise-i3","udp","Precise I3"
"3608","trendchip-dcp","tcp","Trendchip control protocol"
"3608","trendchip-dcp","udp","Trendchip control protocol"
"3609","cpdi-pidas-cm","tcp","CPDI PIDAS Connection Mon"
"3609","cpdi-pidas-cm","udp","CPDI PIDAS Connection Mon"
"3610","echonet","tcp","ECHONET"
"3610","echonet","udp","ECHONET"
"3611","six-degrees","tcp","Six Degrees Port"
"3611","six-degrees","udp","Six Degrees Port"
"3612","hp-dataprotect","tcp","HP Data Protector"
"3612","hp-dataprotect","udp","HP Data Protector"
"3613","alaris-disc","tcp","Alaris Device Discovery"
"3613","alaris-disc","udp","Alaris Device Discovery"
"3614","sigma-port","tcp","Satchwell Sigma"
"3614","sigma-port","udp","Satchwell Sigma"
"3615","start-network","tcp","Start Messaging Network"
"3615","start-network","udp","Start Messaging Network"
"3616","cd3o-protocol","tcp","cd3o Control Protocol"
"3616","cd3o-protocol","udp","cd3o Control Protocol"
"3617","sharp-server","tcp","ATI SHARP Logic Engine"
"3617","sharp-server","udp","ATI SHARP Logic Engine"
"3618","aairnet-1","tcp","AAIR-Network 1"
"3618","aairnet-1","udp","AAIR-Network 1"
"3619","aairnet-2","tcp","AAIR-Network 2"
"3619","aairnet-2","udp","AAIR-Network 2"
"3620","ep-pcp","tcp","EPSON Projector Control Port"
"3620","ep-pcp","udp","EPSON Projector Control Port"
"3621","ep-nsp","tcp","EPSON Network Screen Port"
"3621","ep-nsp","udp","EPSON Network Screen Port"
"3622","ff-lr-port","tcp","FF LAN Redundancy Port"
"3622","ff-lr-port","udp","FF LAN Redundancy Port"
"3623","haipe-discover","tcp","HAIPIS Dynamic Discovery"
"3623","haipe-discover","udp","HAIPIS Dynamic Discovery"
"3624","dist-upgrade","tcp","Distributed Upgrade Port"
"3624","dist-upgrade","udp","Distributed Upgrade Port"
"3625","volley","tcp","Volley"
"3625","volley","udp","Volley"
"3626","bvcdaemon-port","tcp","bvControl Daemon"
"3626","bvcdaemon-port","udp","bvControl Daemon"
"3627","jamserverport","tcp","Jam Server Port"
"3627","jamserverport","udp","Jam Server Port"
"3628","ept-machine","tcp","EPT Machine Interface"
"3628","ept-machine","udp","EPT Machine Interface"
"3629","escvpnet","tcp","ESC/VP.net"
"3629","escvpnet","udp","ESC/VP.net"
"3630","cs-remote-db","tcp","C&S Remote Database Port"
"3630","cs-remote-db","udp","C&S Remote Database Port"
"3631","cs-services","tcp","C&S Web Services Port"
"3631","cs-services","udp","C&S Web Services Port"
"3632","distcc","tcp","distributed compiler"
"3632","distcc","udp","distributed compiler"
"3633","wacp","tcp","Wyrnix AIS port"
"3633","wacp","udp","Wyrnix AIS port"
"3634","hlibmgr","tcp","hNTSP Library Manager"
"3634","hlibmgr","udp","hNTSP Library Manager"
"3635","sdo","tcp","Simple Distributed Objects"
"3635","sdo","udp","Simple Distributed Objects"
"3636","servistaitsm","tcp","SerVistaITSM"
"3636","servistaitsm","udp","SerVistaITSM"
"3637","scservp","tcp","Customer Service Port"
"3637","scservp","udp","Customer Service Port"
"3638","ehp-backup","tcp","EHP Backup Protocol"
"3638","ehp-backup","udp","EHP Backup Protocol"
"3639","xap-ha","tcp","Extensible Automation"
"3639","xap-ha","udp","Extensible Automation"
"3640","netplay-port1","tcp","Netplay Port 1"
"3640","netplay-port1","udp","Netplay Port 1"
"3641","netplay-port2","tcp","Netplay Port 2"
"3641","netplay-port2","udp","Netplay Port 2"
"3642","juxml-port","tcp","Juxml Replication port"
"3642","juxml-port","udp","Juxml Replication port"
"3643","audiojuggler","tcp","AudioJuggler"
"3643","audiojuggler","udp","AudioJuggler"
"3644","ssowatch","tcp","ssowatch"
"3644","ssowatch","udp","ssowatch"
"3645","cyc","tcp","Cyc"
"3645","cyc","udp","Cyc"
"3646","xss-srv-port","tcp","XSS Server Port"
"3646","xss-srv-port","udp","XSS Server Port"
"3647","splitlock-gw","tcp","Splitlock Gateway"
"3647","splitlock-gw","udp","Splitlock Gateway"
"3648","fjcp","tcp","Fujitsu Cooperation Port"
"3648","fjcp","udp","Fujitsu Cooperation Port"
"3649","nmmp","tcp","Nishioka Miyuki Msg Protocol"
"3649","nmmp","udp","Nishioka Miyuki Msg Protocol"
"3650","prismiq-plugin","tcp","PRISMIQ VOD plug-in"
"3650","prismiq-plugin","udp","PRISMIQ VOD plug-in"
"3651","xrpc-registry","tcp","XRPC Registry"
"3651","xrpc-registry","udp","XRPC Registry"
"3652","vxcrnbuport","tcp","VxCR NBU Default Port"
"3652","vxcrnbuport","udp","VxCR NBU Default Port"
"3653","tsp","tcp","Tunnel Setup Protocol"
"3653","tsp","udp","Tunnel Setup Protocol"
"3654","vaprtm","tcp","VAP RealTime Messenger"
"3654","vaprtm","udp","VAP RealTime Messenger"
"3655","abatemgr","tcp","ActiveBatch Exec Agent"
"3655","abatemgr","udp","ActiveBatch Exec Agent"
"3656","abatjss","tcp","ActiveBatch Job Scheduler"
"3656","abatjss","udp","ActiveBatch Job Scheduler"
"3657","immedianet-bcn","tcp","ImmediaNet Beacon"
"3657","immedianet-bcn","udp","ImmediaNet Beacon"
"3658","ps-ams","tcp","PlayStation AMS (Secure)"
"3658","ps-ams","udp","PlayStation AMS (Secure)"
"3659","apple-sasl","tcp","Apple SASL"
"3659","apple-sasl","udp","Apple SASL"
"3660","can-nds-ssl","tcp","IBM Tivoli Directory Service using SSL"
"3660","can-nds-ssl","udp","IBM Tivoli Directory Service using SSL"
"3661","can-ferret-ssl","tcp","IBM Tivoli Directory Service using SSL"
"3661","can-ferret-ssl","udp","IBM Tivoli Directory Service using SSL"
"3662","pserver","tcp","pserver"
"3662","pserver","udp","pserver"
"3663","dtp","tcp","DIRECWAY Tunnel Protocol"
"3663","dtp","udp","DIRECWAY Tunnel Protocol"
"3664","ups-engine","tcp","UPS Engine Port"
"3664","ups-engine","udp","UPS Engine Port"
"3665","ent-engine","tcp","Enterprise Engine Port"
"3665","ent-engine","udp","Enterprise Engine Port"
"3666","eserver-pap","tcp","IBM eServer PAP"
"3666","eserver-pap","udp","IBM EServer PAP"
"3667","infoexch","tcp","IBM Information Exchange"
"3667","infoexch","udp","IBM Information Exchange"
"3668","dell-rm-port","tcp","Dell Remote Management"
"3668","dell-rm-port","udp","Dell Remote Management"
"3669","casanswmgmt","tcp","CA SAN Switch Management"
"3669","casanswmgmt","udp","CA SAN Switch Management"
"3670","smile","tcp","SMILE TCP/UDP Interface"
"3670","smile","udp","SMILE TCP/UDP Interface"
"3671","efcp","tcp","e Field Control (EIBnet)"
"3671","efcp","udp","e Field Control (EIBnet)"
"3672","lispworks-orb","tcp","LispWorks ORB"
"3672","lispworks-orb","udp","LispWorks ORB"
"3673","mediavault-gui","tcp","Openview Media Vault GUI"
"3673","mediavault-gui","udp","Openview Media Vault GUI"
"3674","wininstall-ipc","tcp","WinINSTALL IPC Port"
"3674","wininstall-ipc","udp","WinINSTALL IPC Port"
"3675","calltrax","tcp","CallTrax Data Port"
"3675","calltrax","udp","CallTrax Data Port"
"3676","va-pacbase","tcp","VisualAge Pacbase server"
"3676","va-pacbase","udp","VisualAge Pacbase server"
"3677","roverlog","tcp","RoverLog IPC"
"3677","roverlog","udp","RoverLog IPC"
"3678","ipr-dglt","tcp","DataGuardianLT"
"3678","ipr-dglt","udp","DataGuardianLT"
"3679","Escale (Newton Dock)","tcp","Newton Dock"
"3679","Escale (Newton Dock)","udp","Newton Dock"
"3680","npds-tracker","tcp","NPDS Tracker"
"3680","npds-tracker","udp","NPDS Tracker"
"3681","bts-x73","tcp","BTS X73 Port"
"3681","bts-x73","udp","BTS X73 Port"
"3682","cas-mapi","tcp","EMC SmartPackets-MAPI"
"3682","cas-mapi","udp","EMC SmartPackets-MAPI"
"3683","bmc-ea","tcp","BMC EDV/EA"
"3683","bmc-ea","udp","BMC EDV/EA"
"3684","faxstfx-port","tcp","FAXstfX"
"3684","faxstfx-port","udp","FAXstfX"
"3685","dsx-agent","tcp","DS Expert Agent"
"3685","dsx-agent","udp","DS Expert Agent"
"3686","tnmpv2","tcp","Trivial Network Management"
"3686","tnmpv2","udp","Trivial Network Management"
"3687","simple-push","tcp","simple-push"
"3687","simple-push","udp","simple-push"
"3688","simple-push-s","tcp","simple-push Secure"
"3688","simple-push-s","udp","simple-push Secure"
"3689","daap","tcp","Digital Audio Access Protocol (iTunes)"
"3689","daap","udp","Digital Audio Access Protocol (iTunes)"
"3690","svn","tcp","Subversion"
"3690","svn","udp","Subversion"
"3691","magaya-network","tcp","Magaya Network Port"
"3691","magaya-network","udp","Magaya Network Port"
"3692","intelsync","tcp","Brimstone IntelSync"
"3692","intelsync","udp","Brimstone IntelSync"
"3693","easl","tcp","Emergency Automatic Structure Lockdown System"
"3693","","udp","Reserved"
"3694","","","Unassigned"
"3695","bmc-data-coll","tcp","BMC Data Collection"
"3695","bmc-data-coll","udp","BMC Data Collection"
"3696","telnetcpcd","tcp","Telnet Com Port Control"
"3696","telnetcpcd","udp","Telnet Com Port Control"
"3697","nw-license","tcp","NavisWorks License System"
"3697","nw-license","udp","NavisWorks Licnese System"
"3698","sagectlpanel","tcp","SAGECTLPANEL"
"3698","sagectlpanel","udp","SAGECTLPANEL"
"3699","kpn-icw","tcp","Internet Call Waiting"
"3699","kpn-icw","udp","Internet Call Waiting"
"3700","lrs-paging","tcp","LRS NetPage"
"3700","lrs-paging","udp","LRS NetPage"
"3701","netcelera","tcp","NetCelera"
"3701","netcelera","udp","NetCelera"
"3702","ws-discovery","tcp","Web Service Discovery"
"3702","ws-discovery","udp","Web Service Discovery"
"3703","adobeserver-3","tcp","Adobe Server 3"
"3703","adobeserver-3","udp","Adobe Server 3"
"3704","adobeserver-4","tcp","Adobe Server 4"
"3704","adobeserver-4","udp","Adobe Server 4"
"3705","adobeserver-5","tcp","Adobe Server 5"
"3705","adobeserver-5","udp","Adobe Server 5"
"3706","rt-event","tcp","Real-Time Event Port"
"3706","rt-event","udp","Real-Time Event Port"
"3707","rt-event-s","tcp","Real-Time Event Secure Port"
"3707","rt-event-s","udp","Real-Time Event Secure Port"
"3708","sun-as-iiops","tcp","Sun App Svr - Naming"
"3708","sun-as-iiops","udp","Sun App Svr - Naming"
"3709","ca-idms","tcp","CA-IDMS Server"
"3709","ca-idms","udp","CA-IDMS Server"
"3710","portgate-auth","tcp","PortGate Authentication"
"3710","portgate-auth","udp","PortGate Authentication"
"3711","edb-server2","tcp","EBD Server 2"
"3711","edb-server2","udp","EBD Server 2"
"3712","sentinel-ent","tcp","Sentinel Enterprise"
"3712","sentinel-ent","udp","Sentinel Enterprise"
"3713","tftps","tcp","TFTP over TLS"
"3713","tftps","udp","TFTP over TLS"
"3714","delos-dms","tcp","DELOS Direct Messaging"
"3714","delos-dms","udp","DELOS Direct Messaging"
"3715","anoto-rendezv","tcp","Anoto Rendezvous Port"
"3715","anoto-rendezv","udp","Anoto Rendezvous Port"
"3716","wv-csp-sms-cir","tcp","WV CSP SMS CIR Channel"
"3716","wv-csp-sms-cir","udp","WV CSP SMS CIR Channel"
"3717","wv-csp-udp-cir","tcp","WV CSP UDP/IP CIR Channel"
"3717","wv-csp-udp-cir","udp","WV CSP UDP/IP CIR Channel"
"3718","opus-services","tcp","OPUS Server Port"
"3718","opus-services","udp","OPUS Server Port"
"3719","itelserverport","tcp","iTel Server Port"
"3719","itelserverport","udp","iTel Server Port"
"3720","ufastro-instr","tcp","UF Astro. Instr. Services"
"3720","ufastro-instr","udp","UF Astro. Instr. Services"
