ErrorString,ExitCode,Hex Value,Description,
ERROR_DS_AFFECTS_MULTIPLE_DSAS,8249,0x2039,The operation affects multiple DSAs.,
ERROR_DS_SERVER_DOWN,8250,0x203A,The server is not operational.,
ERROR_DS_LOCAL_ERROR,8251,0x203B,A local error has occurred.,
ERROR_DS_ENCODING_ERROR,8252,0x203C,An encoding error has occurred.,
ERROR_DS_DECODING_ERROR,8253,0x203D,A decoding error has occurred.,
ERROR_DS_FILTER_UNKNOWN,8254,0x203E,The search filter cannot be recognized.,
ERROR_DS_PARAM_ERROR,8255,0x203F,One or more parameters are illegal.,
ERROR_DS_NOT_SUPPORTED,8256,0x2040,The specified method is not supported.,
ERROR_DS_NO_RESULTS_RETURNED,8257,0x2041,No results were returned.,
ERROR_DS_CONTROL_NOT_FOUND,8258,0x2042,The specified control is not supported by the server.,
ERROR_DS_CLIENT_LOOP,8259,0x2043,A referral loop was detected by the client.,
ERROR_DS_REFERRAL_LIMIT_EXCEEDED,8260,0x2044,The preset referral limit was exceeded.,
ERROR_DS_SORT_CONTROL_MISSING,8261,0x2045,The search requires a SORT control.,
ERROR_DS_OFFSET_RANGE_ERROR,8262,0x2046,The search results exceed the offset range specified.,
ERROR_DS_RIDMGR_DISABLED,8263,0x2047,The directory service detected the subsystem that allocates relative identifiers is disabled. This can occur as a protective mechanism when the system determines a significant portion of relative identifiers (RIDs) have been exhausted. Please see http://go.microsoft.com/fwlink/p/?linkid=228610 for recommended diagnostic steps and the procedure to re-enable account creation.,
ERROR_DS_ROOT_MUST_BE_NC,8301,0x206D,The root object must be the head of a naming context. The root object cannot have an instantiated parent.,
ERROR_DS_ADD_REPLICA_INHIBITED,8302,0x206E,The add replica operation cannot be performed. The naming context must be writeable in order to create the replica.,
ERROR_DS_ATT_NOT_DEF_IN_SCHEMA,8303,0x206F,A reference to an attribute that is not defined in the schema occurred.,
ERROR_DS_MAX_OBJ_SIZE_EXCEEDED,8304,0x2070,The maximum size of an object has been exceeded.,
ERROR_DS_OBJ_STRING_NAME_EXISTS,8305,0x2071,An attempt was made to add an object to the directory with a name that is already in use.,
ERROR_DS_NO_RDN_DEFINED_IN_SCHEMA,8306,0x2072,An attempt was made to add an object of a class that does not have an RDN defined in the schema.,
ERROR_DS_RDN_DOESNT_MATCH_SCHEMA,8307,0x2073,An attempt was made to add an object using an RDN that is not the RDN defined in the schema.,
ERROR_DS_NO_REQUESTED_ATTS_FOUND,8308,0x2074,None of the requested attributes were found on the objects.,
ERROR_DS_USER_BUFFER_TO_SMALL,8309,0x2075,The user buffer is too small.,
ERROR_DS_ATT_IS_NOT_ON_OBJ,8310,0x2076,The attribute specified in the operation is not present on the object.,
ERROR_DS_ILLEGAL_MOD_OPERATION,8311,0x2077,Illegal modify operation. Some aspect of the modification is not permitted.,
ERROR_DS_OBJ_TOO_LARGE,8312,0x2078,The specified object is too large.,
ERROR_DS_BAD_INSTANCE_TYPE,8313,0x2079,The specified instance type is not valid.,
ERROR_DS_MASTERDSA_REQUIRED,8314,0x207A,The operation must be performed at a master DSA.,
ERROR_DS_OBJECT_CLASS_REQUIRED,8315,0x207B,The object class attribute must be specified.,
ERROR_DS_MISSING_REQUIRED_ATT,8316,0x207C,A required attribute is missing.,
ERROR_DS_ATT_NOT_DEF_FOR_CLASS,8317,0x207D,An attempt was made to modify an object to include an attribute that is not legal for its class.,
ERROR_DS_ATT_ALREADY_EXISTS,8318,0x207E,The specified attribute is already present on the object.,
ERROR_DS_CANT_ADD_ATT_VALUES,8320,0x2080,"The specified attribute is not present, or has no values.",
ERROR_DS_SINGLE_VALUE_CONSTRAINT,8321,0x2081,Multiple values were specified for an attribute that can have only one value.,
ERROR_DS_RANGE_CONSTRAINT,8322,0x2082,A value for the attribute was not in the acceptable range of values.,
ERROR_DS_ATT_VAL_ALREADY_EXISTS,8323,0x2083,The specified value already exists.,
ERROR_DS_CANT_REM_MISSING_ATT,8324,0x2084,The attribute cannot be removed because it is not present on the object.,
ERROR_DS_CANT_REM_MISSING_ATT_VAL,8325,0x2085,The attribute value cannot be removed because it is not present on the object.,
ERROR_DS_ROOT_CANT_BE_SUBREF,8326,0x2086,The specified root object cannot be a subref.,
ERROR_DS_NO_CHAINING,8327,0x2087,Chaining is not permitted.,
ERROR_DS_NO_CHAINED_EVAL,8328,0x2088,Chained evaluation is not permitted.,
ERROR_DS_NO_PARENT_OBJECT,8329,0x2089,The operation could not be performed because the object's parent is either uninstantiated or deleted.,
ERROR_DS_PARENT_IS_AN_ALIAS,8330,0x208A,Having a parent that is an alias is not permitted. Aliases are leaf objects.,
ERROR_DS_CANT_MIX_MASTER_AND_REPS,8331,0x208B,"The object and parent must be of the same type, either both masters or both replicas.",
ERROR_DS_CHILDREN_EXIST,8332,0x208C,The operation cannot be performed because child objects exist. This operation can only be performed on a leaf object.,
ERROR_DS_OBJ_NOT_FOUND,8333,0x208D,Directory object not found.,
ERROR_DS_ALIASED_OBJ_MISSING,8334,0x208E,The aliased object is missing.,
ERROR_DS_BAD_NAME_SYNTAX,8335,0x208F,The object name has bad syntax.,
ERROR_DS_ALIAS_POINTS_TO_ALIAS,8336,0x2090,It is not permitted for an alias to refer to another alias.,
ERROR_DS_CANT_DEREF_ALIAS,8337,0x2091,The alias cannot be dereferenced.,
ERROR_DS_OUT_OF_SCOPE,8338,0x2092,The operation is out of scope.,
ERROR_DS_OBJECT_BEING_REMOVED,8339,0x2093,The operation cannot continue because the object is in the process of being removed.,
ERROR_DS_CANT_DELETE_DSA_OBJ,8340,0x2094,The DSA object cannot be deleted.,
ERROR_DS_GENERIC_ERROR,8341,0x2095,A directory service error has occurred.,
ERROR_DS_DSA_MUST_BE_INT_MASTER,8342,0x2096,The operation can only be performed on an internal master DSA object.,
ERROR_DS_CLASS_NOT_DSA,8343,0x2097,The object must be of class DSA.,
ERROR_DS_INSUFF_ACCESS_RIGHTS,8344,0x2098,Insufficient access rights to perform the operation.,
ERROR_DS_ILLEGAL_SUPERIOR,8345,0x2099,The object cannot be added because the parent is not on the list of possible superiors.,
ERROR_DS_ATTRIBUTE_OWNED_BY_SAM,8346,0x209A,Access to the attribute is not permitted because the attribute is owned by the Security Accounts Manager (SAM).,
ERROR_DS_NAME_TOO_MANY_PARTS,8347,0x209B,The name has too many parts.,
ERROR_DS_NAME_TOO_LONG,8348,0x209C,The name is too long.,
ERROR_DS_NAME_VALUE_TOO_LONG,8349,0x209D,The name value is too long.,
ERROR_DS_NAME_UNPARSEABLE,8350,0x209E,The directory service encountered an error parsing a name.,
ERROR_DS_NAME_TYPE_UNKNOWN,8351,0x209F,The directory service cannot get the attribute type for a name.,
ERROR_DS_NOT_AN_OBJECT,8352,0x20A0,The name does not identify an object; the name identifies a phantom.,
ERROR_DS_SEC_DESC_TOO_SHORT,8353,0x20A1,The security descriptor is too short.,
ERROR_DS_SEC_DESC_INVALID,8354,0x20A2,The security descriptor is invalid.,
ERROR_DS_NO_DELETED_NAME,8355,0x20A3,Failed to create name for deleted object.,
ERROR_DS_SUBREF_MUST_HAVE_PARENT,8356,0x20A4,The parent of a new subref must exist.,
ERROR_DS_NCNAME_MUST_BE_NC,8357,0x20A5,The object must be a naming context.,
ERROR_DS_CANT_ADD_SYSTEM_ONLY,8358,0x20A6,It is not permitted to add an attribute which is owned by the system.,
ERROR_DS_CLASS_MUST_BE_CONCRETE,8359,0x20A7,The class of the object must be structural; you cannot instantiate an abstract class.,
ERROR_DS_INVALID_DMD,8360,0x20A8,The schema object could not be found.,
ERROR_DS_OBJ_GUID_EXISTS,8361,0x20A9,A local object with this GUID (dead or alive) already exists.,
ERROR_DS_NOT_ON_BACKLINK,8362,0x20AA,The operation cannot be performed on a back link.,
ERROR_DS_NO_CROSSREF_FOR_NC,8363,0x20AB,The cross reference for the specified naming context could not be found.,
ERROR_DS_SHUTTING_DOWN,8364,0x20AC,The operation could not be performed because the directory service is shutting down.,
ERROR_DS_UNKNOWN_OPERATION,8365,0x20AD,The directory service request is invalid.,
ERROR_DS_INVALID_ROLE_OWNER,8366,0x20AE,The role owner attribute could not be read.,
ERROR_DS_COULDNT_CONTACT_FSMO,8367,0x20AF,The requested FSMO operation failed. The current FSMO holder could not be contacted.,
ERROR_DS_CROSS_NC_DN_RENAME,8368,0x20B0,Modification of a DN across a naming context is not permitted.,
ERROR_DS_CANT_MOD_SYSTEM_ONLY,8369,0x20B1,The attribute cannot be modified because it is owned by the system.,
ERROR_DS_REPLICATOR_ONLY,8370,0x20B2,Only the replicator can perform this function.,
ERROR_DS_OBJ_CLASS_NOT_DEFINED,8371,0x20B3,The specified class is not defined.,
ERROR_DS_OBJ_CLASS_NOT_SUBCLASS,8372,0x20B4,The specified class is not a subclass.,
ERROR_DS_NAME_REFERENCE_INVALID,8373,0x20B5,The name reference is invalid.,
ERROR_DS_CROSS_REF_EXISTS,8374,0x20B6,A cross reference already exists.,
ERROR_DS_CANT_DEL_MASTER_CROSSREF,8375,0x20B7,It is not permitted to delete a master cross reference.,
ERROR_DS_SUBTREE_NOTIFY_NOT_NC_HEAD,8376,0x20B8,Subtree notifications are only supported on NC heads.,
ERROR_DS_NOTIFY_FILTER_TOO_COMPLEX,8377,0x20B9,Notification filter is too complex.,
ERROR_DS_DUP_RDN,8378,0x20BA,Schema update failed: duplicate RDN.,
ERROR_DS_DUP_OID,8379,0x20BB,Schema update failed: duplicate OID.,
ERROR_DS_DUP_MAPI_ID,8380,0x20BC,Schema update failed: duplicate MAPI identifier.,
ERROR_DS_DUP_SCHEMA_ID_GUID,8381,0x20BD,Schema update failed: duplicate schema-id GUID.,
ERROR_DS_DUP_LDAP_DISPLAY_NAME,8382,0x20BE,Schema update failed: duplicate LDAP display name.,
ERROR_DS_SEMANTIC_ATT_TEST,8383,0x20BF,Schema update failed: range-lower less than range upper.,
ERROR_DS_SYNTAX_MISMATCH,8384,0x20C0,Schema update failed: syntax mismatch.,
ERROR_DS_EXISTS_IN_MUST_HAVE,8385,0x20C1,Schema deletion failed: attribute is used in must-contain.,
ERROR_DS_EXISTS_IN_MAY_HAVE,8386,0x20C2,Schema deletion failed: attribute is used in may-contain.,
ERROR_DS_NONEXISTENT_MAY_HAVE,8387,0x20C3,Schema update failed: attribute in may-contain does not exist.,
ERROR_DS_NONEXISTENT_MUST_HAVE,8388,0x20C4,Schema update failed: attribute in must-contain does not exist.,
ERROR_DS_AUX_CLS_TEST_FAIL,8389,0x20C5,Schema update failed: class in aux-class list does not exist or is not an auxiliary class.,
ERROR_DS_NONEXISTENT_POSS_SUP,8390,0x20C6,Schema update failed: class in poss-superiors does not exist.,
ERROR_DS_SUB_CLS_TEST_FAIL,8391,0x20C7,Schema update failed: class in subclassof list does not exist or does not satisfy hierarchy rules.,
ERROR_DS_BAD_RDN_ATT_ID_SYNTAX,8392,0x20C8,Schema update failed: Rdn-Att-Id has wrong syntax.,
ERROR_DS_EXISTS_IN_AUX_CLS,8393,0x20C9,Schema deletion failed: class is used as auxiliary class.,
ERROR_DS_EXISTS_IN_SUB_CLS,8394,0x20CA,Schema deletion failed: class is used as sub class.,
ERROR_DS_EXISTS_IN_POSS_SUP,8395,0x20CB,Schema deletion failed: class is used as poss superior.,
ERROR_DS_RECALCSCHEMA_FAILED,8396,0x20CC,Schema update failed in recalculating validation cache.,
ERROR_DS_TREE_DELETE_NOT_FINISHED,8397,0x20CD,The tree deletion is not finished. The request must be made again to continue deleting the tree.,
ERROR_DS_CANT_DELETE,8398,0x20CE,The requested delete operation could not be performed.,
ERROR_DS_ATT_SCHEMA_REQ_ID,8399,0x20CF,Cannot read the governs class identifier for the schema record.,
ERROR_DS_BAD_ATT_SCHEMA_SYNTAX,8400,0x20D0,The attribute schema has bad syntax.,
ERROR_DS_CANT_CACHE_ATT,8401,0x20D1,The attribute could not be cached.,
ERROR_DS_CANT_CACHE_CLASS,8402,0x20D2,The class could not be cached.,
ERROR_DS_CANT_REMOVE_ATT_CACHE,8403,0x20D3,The attribute could not be removed from the cache.,
ERROR_DS_CANT_REMOVE_CLASS_CACHE,8404,0x20D4,The class could not be removed from the cache.,
ERROR_DS_CANT_RETRIEVE_DN,8405,0x20D5,The distinguished name attribute could not be read.,
ERROR_DS_MISSING_SUPREF,8406,0x20D6,No superior reference has been configured for the directory service. The directory service is therefore unable to issue referrals to objects outside this forest.,
ERROR_DS_CANT_RETRIEVE_INSTANCE,8407,0x20D7,The instance type attribute could not be retrieved.,
ERROR_DS_CODE_INCONSISTENCY,8408,0x20D8,An internal error has occurred.,
ERROR_DS_DATABASE_ERROR,8409,0x20D9,A database error has occurred.,
ERROR_DS_GOVERNSID_MISSING,8410,0x20DA,The attribute GOVERNSID is missing.,
ERROR_DS_MISSING_EXPECTED_ATT,8411,0x20DB,An expected attribute is missing.,
ERROR_DS_NCNAME_MISSING_CR_REF,8412,0x20DC,The specified naming context is missing a cross reference.,
ERROR_DS_SECURITY_CHECKING_ERROR,8413,0x20DD,A security checking error has occurred.,
ERROR_DS_SCHEMA_NOT_LOADED,8414,0x20DE,The schema is not loaded.,
ERROR_DS_SCHEMA_ALLOC_FAILED,8415,0x20DF,Schema allocation failed. Please check if the machine is running low on memory.,
ERROR_DS_ATT_SCHEMA_REQ_SYNTAX,8416,0x20E0,Failed to obtain the required syntax for the attribute schema.,
ERROR_DS_GCVERIFY_ERROR,8417,0x20E1,The global catalog verification failed. The global catalog is not available or does not support the operation. Some part of the directory is currently not available.,
ERROR_DS_DRA_SCHEMA_MISMATCH,8418,0x20E2,The replication operation failed because of a schema mismatch between the servers involved.,
ERROR_DS_CANT_FIND_DSA_OBJ,8419,0x20E3,The DSA object could not be found.,
ERROR_DS_CANT_FIND_EXPECTED_NC,8420,0x20E4,The naming context could not be found.,
ERROR_DS_CANT_FIND_NC_IN_CACHE,8421,0x20E5,The naming context could not be found in the cache.,
ERROR_DS_CANT_RETRIEVE_CHILD,8422,0x20E6,The child object could not be retrieved.,
ERROR_DS_SECURITY_ILLEGAL_MODIFY,8423,0x20E7,The modification was not permitted for security reasons.,
ERROR_DS_CANT_REPLACE_HIDDEN_REC,8424,0x20E8,The operation cannot replace the hidden record.,
ERROR_DS_BAD_HIERARCHY_FILE,8425,0x20E9,The hierarchy file is invalid.,
ERROR_DS_BUILD_HIERARCHY_TABLE_FAILED,8426,0x20EA,The attempt to build the hierarchy table failed.,
ERROR_DS_CONFIG_PARAM_MISSING,8427,0x20EB,The directory configuration parameter is missing from the registry.,
ERROR_DS_COUNTING_AB_INDICES_FAILED,8428,0x20EC,The attempt to count the address book indices failed.,
ERROR_DS_HIERARCHY_TABLE_MALLOC_FAILED,8429,0x20ED,The allocation of the hierarchy table failed.,
ERROR_DS_INTERNAL_FAILURE,8430,0x20EE,The directory service encountered an internal failure.,
